"id","survey_year","female","age","n_persons","n_children","years_educ","income","employed","employed_id","sector","sector_id"
15248,2016,FALSE,42,4,2,11.5,28270.630859375,"[1] Employed full-time",1,"[49] Land transport and transport in pipelines",49
15248,2017,FALSE,43,1,0,11.5,28998.185546875,"[1] Employed full-time",1,"[53] Postal, courier and express services",53
15248,2018,FALSE,44,2,0,11.5,20942.5234375,"[1] Employed full-time",1,"[53] Postal, courier and express services",53
15248,2019,FALSE,45,2,0,11.5,25297.525390625,"[1] Employed full-time",1,"[53] Postal, courier and express services",53
24865,2015,TRUE,39,4,2,9,24661.71484375,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
24865,2016,TRUE,40,4,2,9,20684.8435058594,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
24865,2017,TRUE,41,3,2,9,15903.3798828125,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
24865,2018,TRUE,42,4,2,9,23081.2180175781,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
12000,2016,TRUE,36,5,4,12,10368.8203125,"[4] Irregular employment or in marginal",4,NA,NA
9937,2015,FALSE,53,7,5,15,46166.125,"[1] Employed full-time",1,"[88] Social services (excluding homes)",88
9937,2016,FALSE,54,7,5,15,40725.8203125,"[1] Employed full-time",1,"[88] Social services (excluding homes)",88
9937,2017,FALSE,55,7,5,15,42454.46875,"[1] Employed full-time",1,"[88] Social services (excluding homes)",88
9937,2018,FALSE,56,7,5,15,46269.83984375,"[1] Employed full-time",1,"[88] Social services (excluding homes)",88
9937,2019,FALSE,57,7,4,15,37438.34765625,"[1] Employed full-time",1,"[88] Social services (excluding homes)",88
31121,2015,FALSE,43,7,2,7,8777.04483032227,"[2] Employed part-time",2,"[97] Private households with domestic staff",97
31121,2017,FALSE,45,7,1,7,0,"[1] Employed full-time",1,"[41] Building construction",41
31121,2018,FALSE,46,7,1,7,0,"[1] Employed full-time",1,"[41] Building construction",41
31121,2019,FALSE,47,7,1,7,0,"[1] Employed full-time",1,"[41] Building construction",41
29674,2017,TRUE,18,7,1,NA,3044.27172851562,"[3] Training, apprenticeship",3,"[64] Provision of financial services",64
29674,2018,TRUE,19,7,1,NA,7444.578125,"[3] Training, apprenticeship",3,"[64] Provision of financial services",64
29674,2019,TRUE,20,7,1,11.5,4800.673828125,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
31356,2015,FALSE,38,5,3,15,0,"[2] Employed part-time",2,"[74] Other freelance, scientific and technical activities",74
31356,2016,FALSE,39,5,3,15,0,"[4] Irregular employment or in marginal",4,"[74] Other freelance, scientific and technical activities",74
31356,2017,FALSE,40,5,3,15,0,"[2] Employed part-time",2,"[73] Advertising and market research",73
31356,2018,FALSE,41,5,3,15,0,"[2] Employed part-time",2,"[79] Travel agencies, tour operators and other reservation service provision",79
31356,2019,FALSE,42,5,3,15,1163.33251953125,"[2] Employed part-time",2,"[74] Other freelance, scientific and technical activities",74
17389,2015,TRUE,38,1,0,11.5,17710.41796875,"[1] Employed full-time",1,"[56] Gastronomy",56
17389,2016,TRUE,39,1,0,11.5,16933.458984375,"[1] Employed full-time",1,"[56] Gastronomy",56
17389,2017,TRUE,40,1,0,11.5,18302.201171875,"[1] Employed full-time",1,"[56] Gastronomy",56
17389,2018,TRUE,41,1,0,11.5,18987.369140625,"[1] Employed full-time",1,"[56] Gastronomy",56
17389,2019,TRUE,42,1,0,11.5,19061.13671875,"[1] Employed full-time",1,"[56] Gastronomy",56
18213,2019,FALSE,17,4,2,10,0,"[5] Not employed",5,NA,NA
27800,2015,TRUE,47,4,2,11,24569.69140625,"[2] Employed part-time",2,"[69] Legal and tax consulting, auditing",69
27800,2016,TRUE,48,4,2,11,13691.1474609375,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
27800,2017,TRUE,49,4,2,11,24018.9921875,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
27800,2018,TRUE,50,4,2,11,0,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
27800,2019,TRUE,51,4,2,11,0,"[2] Employed part-time",2,"[46] Wholesale trade (excl. trade in motor vehicles and motorcycles)",46
4346,2015,FALSE,19,4,1,13,5648.05029296875,"[3] Training, apprenticeship",3,"[25] Manufacture of fabricated metal products",25
4346,2016,FALSE,20,4,1,13,1708.42309570312,"[3] Training, apprenticeship",3,"[25] Manufacture of fabricated metal products",25
4346,2018,FALSE,22,4,1,13,2549.79174804688,"[5] Not employed",5,NA,NA
4346,2019,FALSE,23,4,1,13,16180.7099609375,"[1] Employed full-time",1,"[30] Other vehicle construction",30
18214,2019,TRUE,17,4,1,NA,0,"[5] Not employed",5,NA,NA
17788,2016,TRUE,20,6,2,NA,0,"[5] Not employed",5,NA,NA
7688,2015,TRUE,36,6,4,11.5,4154.43212890625,"[2] Employed part-time",2,"[69] Legal and tax consulting, auditing",69
7688,2016,TRUE,37,6,4,11.5,12466.095703125,"[2] Employed part-time",2,"[69] Legal and tax consulting, auditing",69
7688,2017,TRUE,38,6,4,11.5,15914.74609375,"[2] Employed part-time",2,"[69] Legal and tax consulting, auditing",69
21489,2018,TRUE,20,5,1,12,882.700317382812,"[5] Not employed",5,NA,NA
18421,2015,TRUE,39,3,2,11.5,17957.404296875,"[1] Employed full-time",1,"[87] Homes (excluding rest homes and vacation homes)",87
18421,2016,TRUE,40,3,2,11.5,21290.603515625,"[1] Employed full-time",1,"[87] Homes (excluding rest homes and vacation homes)",87
18421,2017,TRUE,41,3,2,11.5,22415.8046875,"[1] Employed full-time",1,"[86] Healthcare",86
18421,2018,TRUE,42,3,2,11.5,18705.169921875,"[1] Employed full-time",1,"[86] Healthcare",86
18421,2019,TRUE,43,3,2,11.5,17384.43359375,"[1] Employed full-time",1,"[87] Homes (excluding rest homes and vacation homes)",87
5623,2019,TRUE,17,3,2,13,0,"[5] Not employed",5,NA,NA
24504,2015,TRUE,45,3,1,11.5,20045.1171875,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
24504,2016,TRUE,46,3,1,11.5,18733.51171875,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
24504,2017,TRUE,47,4,1,11.5,14163.060546875,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
24504,2018,TRUE,48,4,0,11.5,23801.138671875,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
24504,2019,TRUE,49,4,0,11.5,22081.30859375,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
10754,2015,TRUE,41,4,2,12,6698.095703125,"[4] Irregular employment or in marginal",4,"[85] Education and teaching",85
16450,2015,TRUE,18,4,1,NA,0,"[4] Irregular employment or in marginal",4,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
16450,2016,TRUE,19,4,1,12,1676.20935058594,"[3] Training, apprenticeship",3,"[86] Healthcare",86
16450,2017,TRUE,20,4,1,12,2408.68774414062,"[3] Training, apprenticeship",3,"[86] Healthcare",86
16450,2018,TRUE,21,4,1,12,14630.1494140625,"[3] Training, apprenticeship",3,"[86] Healthcare",86
16450,2019,TRUE,22,4,1,12,12122.0283203125,"[3] Training, apprenticeship",3,"[86] Healthcare",86
31152,2015,TRUE,41,8,4,10.5,2463.12841796875,"[4] Irregular employment or in marginal",4,"[94] Interest groups and church and other religious associations (excluding social services and sports)",94
31152,2016,TRUE,42,9,4,10.5,1,"[4] Irregular employment or in marginal",4,"[94] Interest groups and church and other religious associations (excluding social services and sports)",94
31152,2017,TRUE,43,9,4,10.5,2842.19018554688,"[4] Irregular employment or in marginal",4,"[94] Interest groups and church and other religious associations (excluding social services and sports)",94
31152,2018,TRUE,44,7,4,10.5,2665.07202148438,"[5] Not employed",5,NA,NA
31152,2019,TRUE,45,7,4,10.5,166.765075683594,"[5] Not employed",5,NA,NA
29302,2015,TRUE,50,4,1,11.5,0,"[5] Not employed",5,NA,NA
29302,2016,TRUE,51,3,1,11.5,0,"[5] Not employed",5,NA,NA
29302,2017,TRUE,52,3,0,11.5,442.813354492188,"[4] Irregular employment or in marginal",4,"[93] Provision of sports, entertainment and recreation services",93
25477,2015,TRUE,21,6,2,NA,0,"[5] Not employed",5,NA,NA
25477,2017,TRUE,23,NA,NA,NA,0,"[2] Employed part-time",2,"[46] Wholesale trade (excl. trade in motor vehicles and motorcycles)",46
25477,2018,TRUE,24,4,2,NA,50449.671875,"[5] Not employed",5,NA,NA
16209,2018,FALSE,17,4,1,10,0,"[5] Not employed",5,NA,NA
16209,2019,FALSE,18,5,0,10,4188.626953125,"[3] Training, apprenticeship",3,"[45] Trade in motor vehicles",45
31616,2015,FALSE,52,3,1,10.5,0,"[1] Employed full-time",1,"[41] Building construction",41
31616,2016,FALSE,53,3,1,10.5,0,"[1] Employed full-time",1,"[41] Building construction",41
31616,2017,FALSE,54,3,1,10.5,0,"[1] Employed full-time",1,"[43] Site preparation, construction installation and other finishing trades",43
31616,2019,FALSE,56,3,0,10.5,0,"[1] Employed full-time",1,"[43] Site preparation, construction installation and other finishing trades",43
16617,2015,TRUE,53,4,2,14.5,8259.6201171875,"[4] Irregular employment or in marginal",4,"[86] Healthcare",86
16617,2016,TRUE,54,4,2,14.5,5120.2421875,"[4] Irregular employment or in marginal",4,"[86] Healthcare",86
16617,2017,TRUE,55,4,0,14.5,5856.46630859375,"[4] Irregular employment or in marginal",4,"[86] Healthcare",86
16617,2018,TRUE,56,4,0,14.5,5292.30810546875,"[4] Irregular employment or in marginal",4,"[86] Healthcare",86
16617,2019,TRUE,57,4,0,14.5,7292.56103515625,"[4] Irregular employment or in marginal",4,"[86] Healthcare",86
5450,2015,TRUE,21,6,1,10.5,11791.7490234375,"[1] Employed full-time",1,"[87] Homes (excluding rest homes and vacation homes)",87
5450,2016,TRUE,22,1,0,10.5,26174.107421875,"[1] Employed full-time",1,"[87] Homes (excluding rest homes and vacation homes)",87
5450,2017,TRUE,23,2,0,10.5,13343.900390625,"[2] Employed part-time",2,"[87] Homes (excluding rest homes and vacation homes)",87
12977,2015,TRUE,20,6,1,10,3012.2314453125,"[3] Training, apprenticeship",3,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
12977,2016,TRUE,21,5,1,10,15528.5087890625,"[3] Training, apprenticeship",3,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
12977,2018,TRUE,23,5,0,11.5,15450.25,"[4] Irregular employment or in marginal",4,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
19675,2015,TRUE,42,4,2,12,5584.30322265625,"[2] Employed part-time",2,"[88] Social services (excluding homes)",88
19675,2016,TRUE,43,4,2,12,13747.015625,"[2] Employed part-time",2,"[88] Social services (excluding homes)",88
19675,2017,TRUE,44,4,2,12,6318.09375,"[2] Employed part-time",2,"[88] Social services (excluding homes)",88
19675,2018,TRUE,45,4,2,12,12924.646484375,"[2] Employed part-time",2,"[88] Social services (excluding homes)",88
19675,2019,TRUE,46,4,2,12,11877.412109375,"[2] Employed part-time",2,"[88] Social services (excluding homes)",88
13188,2015,TRUE,48,5,1,10.5,6567.30615234375,"[4] Irregular employment or in marginal",4,"[55] Accommodation",55
13188,2017,TRUE,50,5,1,10.5,5033.37353515625,"[4] Irregular employment or in marginal",4,"[55] Accommodation",55
13188,2018,TRUE,51,4,0,10.5,5570.46142578125,"[4] Irregular employment or in marginal",4,"[55] Accommodation",55
13188,2019,TRUE,52,4,0,10.5,6982.1435546875,"[4] Irregular employment or in marginal",4,"[97] Private households with domestic staff",97
5205,2015,FALSE,22,5,1,11.5,22536.560546875,"[5] Not employed",5,NA,NA
5205,2016,FALSE,23,NA,NA,11.5,0,"[5] Not employed",5,NA,NA
5205,2017,FALSE,24,5,1,12,0,"[5] Not employed",5,NA,NA
5205,2018,FALSE,25,4,0,12,0,"[1] Employed full-time",1,"[28] Mechanical engineering",28
5205,2019,FALSE,26,4,0,12,35246.453125,"[1] Employed full-time",1,"[27] Manufacture of electrical equipment",27
26339,2015,TRUE,46,5,2,11.5,12999.0185546875,"[2] Employed part-time",2,"[87] Homes (excluding rest homes and vacation homes)",87
18083,2016,TRUE,18,4,1,NA,0,"[5] Not employed",5,NA,NA
18083,2017,TRUE,19,4,1,NA,0,"[5] Not employed",5,NA,NA
18083,2019,TRUE,21,4,1,12,0,"[3] Training, apprenticeship",3,"[88] Social services (excluding homes)",88
14349,2015,TRUE,38,5,3,9,0,"[4] Irregular employment or in marginal",4,"[96] Provision of other predominantly personal services",96
5737,2015,FALSE,35,5,3,11.5,16383.2861328125,"[1] Employed full-time",1,"[46] Wholesale trade (excl. trade in motor vehicles and motorcycles)",46
8872,2016,FALSE,53,4,2,13,21387.22265625,"[1] Employed full-time",1,NA,NA
8872,2017,FALSE,54,4,2,13,0,"[2] Employed part-time",2,"[85] Education and teaching",85
8872,2018,FALSE,55,4,2,13,23674.431640625,"[1] Employed full-time",1,"[85] Education and teaching",85
8872,2019,FALSE,56,4,1,13,0,"[1] Employed full-time",1,"[85] Education and teaching",85
3965,2015,FALSE,27,7,2,13,3615.125,"[4] Irregular employment or in marginal",4,NA,NA
3965,2016,FALSE,28,NA,NA,13,0,"[5] Not employed",5,NA,NA
3965,2017,FALSE,29,2,0,13,2167.86468505859,"[2] Employed part-time",2,"[49] Land transport and transport in pipelines",49
3965,2018,FALSE,30,7,1,13,3356.7353515625,"[1] Employed full-time",1,"[35] Energy supply",35
11014,2015,FALSE,17,7,2,NA,0,"[5] Not employed",5,NA,NA
11014,2016,FALSE,18,6,1,10,0,"[5] Not employed",5,NA,NA
11014,2017,FALSE,19,6,1,13,300.457580566406,"[3] Training, apprenticeship",3,"[43] Site preparation, construction installation and other finishing trades",43
11014,2018,FALSE,20,7,1,13,2098.3369140625,"[3] Training, apprenticeship",3,"[43] Site preparation, construction installation and other finishing trades",43
11014,2019,FALSE,21,6,1,13,3594.486328125,"[3] Training, apprenticeship",3,"[43] Site preparation, construction installation and other finishing trades",43
25704,2015,FALSE,19,3,1,10,8297.505859375,"[3] Training, apprenticeship",3,"[27] Manufacture of electrical equipment",27
25704,2016,FALSE,20,3,1,10,8725.8916015625,"[3] Training, apprenticeship",3,"[27] Manufacture of electrical equipment",27
25988,2015,FALSE,40,6,3,9,26003.783203125,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
25988,2016,FALSE,41,7,4,9,27253.083984375,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
25988,2017,FALSE,42,6,4,9,25755.255859375,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
25988,2018,FALSE,43,6,3,9,34077.62890625,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
25988,2019,FALSE,44,6,3,9,44136.3515625,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
15481,2015,TRUE,20,6,3,NA,2324.962890625,"[3] Training, apprenticeship",3,"[96] Provision of other predominantly personal services",96
15481,2016,TRUE,21,7,4,NA,8153.18212890625,"[3] Training, apprenticeship",3,"[96] Provision of other predominantly personal services",96
15481,2017,TRUE,22,1,0,NA,4208.896484375,"[2] Employed part-time",2,"[96] Provision of other predominantly personal services",96
15481,2018,TRUE,23,1,0,NA,16475.70703125,"[1] Employed full-time",1,"[96] Provision of other predominantly personal services",96
20717,2017,FALSE,17,6,4,NA,0,"[5] Not employed",5,NA,NA
20717,2018,FALSE,18,6,3,NA,0,"[5] Not employed",5,NA,NA
20717,2019,FALSE,19,6,3,NA,0,"[5] Not employed",5,NA,NA
7200,2015,FALSE,44,4,2,11.5,23012.423828125,"[1] Employed full-time",1,"[41] Building construction",41
7200,2017,FALSE,46,4,1,11.5,21120.42578125,"[1] Employed full-time",1,"[41] Building construction",41
7200,2019,FALSE,48,4,1,11.5,22051.06640625,"[1] Employed full-time",1,"[41] Building construction",41
31732,2015,FALSE,18,4,1,NA,0,"[5] Not employed",5,NA,NA
31732,2016,FALSE,19,4,1,13,0,"[5] Not employed",5,NA,NA
31732,2017,FALSE,20,4,1,13,4507.203125,"[5] Not employed",5,NA,NA
31732,2019,FALSE,22,4,0,13,18047.4453125,"[4] Irregular employment or in marginal",4,"[85] Education and teaching",85
8613,2015,TRUE,35,6,4,15,2311.76391601562,"[5] Not employed",5,NA,NA
8613,2016,TRUE,36,6,4,15,259.707000732422,"[4] Irregular employment or in marginal",4,"[88] Social services (excluding homes)",88
8613,2017,TRUE,37,4,3,15,3190.75634765625,"[5] Not employed",5,NA,NA
16897,2015,TRUE,45,5,3,18,42071.23046875,"[2] Employed part-time",2,"[64] Provision of financial services",64
16897,2016,TRUE,46,5,3,18,31134.248046875,"[2] Employed part-time",2,"[64] Provision of financial services",64
16897,2017,TRUE,47,5,3,18,30678.349609375,"[2] Employed part-time",2,"[64] Provision of financial services",64
16897,2018,TRUE,48,5,3,18,23753.36328125,"[2] Employed part-time",2,"[64] Provision of financial services",64
16897,2019,TRUE,49,5,3,18,37378.71484375,"[2] Employed part-time",2,"[64] Provision of financial services",64
6054,2015,FALSE,21,5,1,10,8246.345703125,"[3] Training, apprenticeship",3,"[43] Site preparation, construction installation and other finishing trades",43
6054,2016,FALSE,22,5,1,10,12437.3322753906,"[3] Training, apprenticeship",3,"[43] Site preparation, construction installation and other finishing trades",43
6054,2017,FALSE,23,1,0,11.5,12045.48046875,"[1] Employed full-time",1,"[28] Mechanical engineering",28
28268,2015,TRUE,20,1,0,11.5,8847.8427734375,"[3] Training, apprenticeship",3,"[64] Provision of financial services",64
26409,2015,FALSE,49,5,0,11.5,28612.33203125,"[1] Employed full-time",1,"[41] Building construction",41
26409,2017,FALSE,51,4,0,11.5,23121.431640625,"[1] Employed full-time",1,"[43] Site preparation, construction installation and other finishing trades",43
26409,2018,FALSE,52,4,0,11.5,17320.517578125,"[1] Employed full-time",1,"[41] Building construction",41
26409,2019,FALSE,53,3,0,11.5,35049.17578125,"[1] Employed full-time",1,"[43] Site preparation, construction installation and other finishing trades",43
26975,2015,TRUE,23,5,0,10.5,15654.927734375,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
14578,2019,FALSE,17,5,2,10,0,"[3] Training, apprenticeship",3,NA,NA
12045,2016,FALSE,17,3,2,NA,0,"[5] Not employed",5,NA,NA
12045,2017,FALSE,18,3,1,NA,0,"[5] Not employed",5,NA,NA
12045,2018,FALSE,19,3,1,13,0,"[3] Training, apprenticeship",3,NA,NA
849,2015,FALSE,32,6,4,9,26260.732421875,"[1] Employed full-time",1,"[27] Manufacture of electrical equipment",27
849,2016,FALSE,33,6,4,9,31140.9765625,"[1] Employed full-time",1,"[27] Manufacture of electrical equipment",27
849,2017,FALSE,34,6,4,9,38449.64453125,"[1] Employed full-time",1,"[27] Manufacture of electrical equipment",27
849,2019,FALSE,36,6,4,9,36319.31640625,"[4] Irregular employment or in marginal",4,"[97] Private households with domestic staff",97
18977,2015,TRUE,30,6,4,11.5,0,"[5] Not employed",5,NA,NA
18977,2016,TRUE,31,6,4,11.5,0,"[5] Not employed",5,NA,NA
18977,2017,TRUE,32,6,4,11.5,0,"[5] Not employed",5,NA,NA
18977,2019,TRUE,34,6,4,11.5,1701.29284667969,"[2] Employed part-time",2,"[85] Education and teaching",85
24606,2015,TRUE,52,4,0,15,0,"[1] Employed full-time",1,"[86] Healthcare",86
24606,2016,TRUE,53,4,0,15,0,"[2] Employed part-time",2,"[86] Healthcare",86
24606,2017,TRUE,54,4,0,15,0,"[2] Employed part-time",2,"[86] Healthcare",86
24606,2018,TRUE,55,4,0,15,0,"[2] Employed part-time",2,"[86] Healthcare",86
23785,2015,TRUE,27,1,0,18,368.427734375,"[5] Not employed",5,NA,NA
23785,2016,TRUE,28,1,0,18,9756.3046875,"[1] Employed full-time",1,"[29] Manufacture of motor vehicles and parts of motor vehicles",29
23785,2017,TRUE,29,1,0,18,41111.46484375,"[1] Employed full-time",1,"[29] Manufacture of motor vehicles and parts of motor vehicles",29
23785,2018,TRUE,30,1,0,18,42346.21875,"[1] Employed full-time",1,"[29] Manufacture of motor vehicles and parts of motor vehicles",29
23785,2019,TRUE,31,1,0,18,48423.171875,"[1] Employed full-time",1,"[29] Manufacture of motor vehicles and parts of motor vehicles",29
10344,2015,FALSE,18,4,1,NA,0,"[5] Not employed",5,NA,NA
10344,2017,FALSE,20,4,0,13,0,"[5] Not employed",5,NA,NA
10344,2018,FALSE,21,3,0,13,0,"[5] Not employed",5,NA,NA
10344,2019,FALSE,22,3,0,13,0,"[5] Not employed",5,NA,NA
1342,2015,FALSE,19,3,1,NA,0,"[4] Irregular employment or in marginal",4,"[56] Gastronomy",56
11777,2015,FALSE,50,6,4,18,77519.0739746094,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
11777,2016,FALSE,51,6,4,18,76726.2537841797,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
11777,2017,FALSE,52,6,4,18,89978.7075195312,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
11777,2018,FALSE,53,6,4,18,83845.265625,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
11777,2019,FALSE,54,6,4,18,86608.8125,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
18046,2016,TRUE,17,2,1,10,0,"[5] Not employed",5,NA,NA
18046,2017,TRUE,18,2,0,10,0,"[5] Not employed",5,NA,NA
18046,2018,TRUE,19,2,0,10,0,"[5] Not employed",5,NA,NA
18046,2019,TRUE,20,2,0,12,0,"[5] Not employed",5,NA,NA
14673,2015,FALSE,39,3,1,10.5,33253.828125,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
14673,2016,FALSE,40,5,2,10.5,18693.384765625,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
14673,2017,FALSE,41,5,2,10.5,18716.3203125,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
19462,2015,TRUE,17,3,1,NA,0,"[4] Irregular employment or in marginal",4,NA,NA
19462,2016,TRUE,18,3,0,NA,0,"[5] Not employed",5,NA,NA
19462,2017,TRUE,19,3,0,13,0,"[5] Not employed",5,NA,NA
19462,2018,TRUE,20,3,0,13,0,"[3] Training, apprenticeship",3,"[79] Travel agencies, tour operators and other reservation service provision",79
19462,2019,TRUE,21,3,0,13,4883.068359375,"[3] Training, apprenticeship",3,"[79] Travel agencies, tour operators and other reservation service provision",79
2683,2015,TRUE,38,5,3,11.5,1,"[4] Irregular employment or in marginal",4,"[81] Building support",81
2683,2016,TRUE,39,5,3,11.5,5979.8251953125,"[4] Irregular employment or in marginal",4,"[81] Building support",81
2683,2017,TRUE,40,5,3,11.5,9617.5166015625,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
2683,2018,TRUE,41,5,2,11.5,11274.564453125,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
2683,2019,TRUE,42,5,2,11.5,14879.703125,"[2] Employed part-time",2,"[81] Building support",81
8064,2017,FALSE,17,5,3,12,0,"[5] Not employed",5,NA,NA
8064,2018,FALSE,18,5,2,12,2952.55712890625,"[3] Training, apprenticeship",3,"[42] Civil engineering",42
20081,2015,TRUE,17,7,5,10,0,"[3] Training, apprenticeship",3,NA,NA
27824,2015,TRUE,21,3,0,10,6688.17919921875,"[3] Training, apprenticeship",3,"[46] Wholesale trade (excl. trade in motor vehicles and motorcycles)",46
27824,2016,TRUE,22,3,0,10,10185.7109375,"[5] Not employed",5,NA,NA
27824,2017,TRUE,23,3,0,10,9681.1181640625,"[5] Not employed",5,NA,NA
27824,2018,TRUE,24,3,0,10,0,"[5] Not employed",5,NA,NA
27824,2019,TRUE,25,3,0,11.5,0,"[1] Employed full-time",1,"[85] Education and teaching",85
18685,2015,TRUE,20,7,3,12,4013.46508789062,"[4] Irregular employment or in marginal",4,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
18685,2016,TRUE,21,7,2,12,3845.31640625,"[4] Irregular employment or in marginal",4,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
28569,2015,FALSE,17,7,3,10,0,"[3] Training, apprenticeship",3,NA,NA
13537,2017,TRUE,49,5,1,12,5982.4404296875,"[2] Employed part-time",2,NA,NA
13537,2018,TRUE,50,5,1,12,11024.5634765625,"[2] Employed part-time",2,NA,NA
13537,2019,TRUE,51,5,1,12,17343.275390625,"[2] Employed part-time",2,"[25] Manufacture of fabricated metal products",25
7977,2015,FALSE,19,2,0,10,6302.12524414062,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
7977,2016,FALSE,20,2,0,10,20079.54296875,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
7977,2017,FALSE,21,2,0,10,21356.42578125,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
7977,2018,FALSE,22,2,0,10,11260.8759765625,"[3] Training, apprenticeship",3,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
7977,2019,FALSE,23,2,0,11.5,19171.029296875,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
16877,2018,TRUE,17,5,3,9,0,"[5] Not employed",5,NA,NA
16877,2019,TRUE,18,5,2,9,22.6314086914062,"[3] Training, apprenticeship",3,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
25693,2015,TRUE,44,5,3,14.5,6149.2958984375,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
25693,2016,TRUE,45,5,3,14.5,9626.38452148438,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
25693,2018,TRUE,47,5,2,14.5,9675.98852539062,"[2] Employed part-time",2,NA,NA
25693,2019,TRUE,48,5,2,14.5,10052.0251464844,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
7066,2016,TRUE,17,5,3,NA,0,"[5] Not employed",5,NA,NA
7066,2019,TRUE,20,5,2,13,0,"[5] Not employed",5,NA,NA
14319,2016,TRUE,17,6,4,NA,0,"[4] Irregular employment or in marginal",4,NA,NA
14319,2017,TRUE,18,6,3,NA,0,"[5] Not employed",5,NA,NA
1192,2015,TRUE,23,1,0,NA,0,"[5] Not employed",5,NA,NA
1192,2016,TRUE,24,1,0,NA,0,"[5] Not employed",5,NA,NA
1192,2017,TRUE,25,1,0,NA,0,"[5] Not employed",5,NA,NA
1192,2018,TRUE,26,1,0,NA,0,"[5] Not employed",5,NA,NA
1192,2019,TRUE,27,1,0,NA,0,"[5] Not employed",5,NA,NA
1671,2015,TRUE,35,6,4,11.5,8004.06298828125,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
1671,2016,TRUE,36,6,3,11.5,10987.259765625,"[5] Not employed",5,NA,NA
1671,2017,TRUE,37,6,2,11.5,33954.82421875,"[4] Irregular employment or in marginal",4,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
1671,2018,TRUE,38,4,2,11.5,4679.8212890625,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
1671,2019,TRUE,39,3,1,11.5,8322.9309387207,"[1] Employed full-time",1,"[10] Manufacture of food and animal feed products",10
16027,2015,TRUE,17,6,4,NA,0,"[5] Not employed",5,NA,NA
16027,2016,TRUE,18,6,3,10,0,"[5] Not employed",5,NA,NA
16027,2017,TRUE,19,6,2,10,0,"[4] Irregular employment or in marginal",4,"[53] Postal, courier and express services",53
